name,release_date,required_age,price,header_image,positive,negative,recommendations,genres,categories,description
Eat my Shuriken and Die,20200603,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/814560/header.jpg?t=1614767487,0.0,1.0,7.0,"Multiplayer,PvP,SharedSplit Screen PvP,SharedSplit Screen,Steam Achievements,Full controller support,Remote Play on TV,Remote Play Together","4 Player Local,Local Multiplayer,Indie,PvP,Arcade,Precision Platformer,Cartoon,Action,2D Platformer,Funny,Cartoony,Retro,2D,Platformer,Casual,2D Fighter,Spectacle fighter,Colorful,Comic Book,Cute",Youll need to hunt down a shuriken before you can attempt to sink it into your opponents The very catchy chipmusic soundtrack is supplied by Daniel Johansson and consists of a curated selection from his Skogens Djur series of Amiga mods created under the name Coma of 3LE The title theme is composed by fegolhuzz Eat my Shuriken and Die only supports local multiplayer It therefore requires Xbox or PS4 controllers though up to two players can use the keyboard in a pinch Using Remote Play Together you can play against friends over the internet by streaming even though the game itself doesnt support online multiplayer
Amoreon NightClub,20170906,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/701100/header.jpg?t=1614076765,0.0,49.0,0.0,Singleplayer,"Nudity,Free to Play,Simulation,VR",The Amoreon NightClub is a single player disco where you can dance with virtual characters challenge yourself to gain points by following the dance moves select songs and add your own music You can see your own VR body use your hands and fingers with thumb sticks All nightclub visuals lasers particles dances are controlled by the music Watch yourself dancing on a big screen while cameras rotate around the dance floor You can move yourself by controllers even flying is possible This is a free scene so have fun in your personal night club
Crimson Ranch,20200924,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/1407060/header.jpg?t=1600967167,0.0,19.0,8.0,"Singleplayer,Steam Achievements,Full controller support","RPGMaker,Pixel Graphics,Linear,Horror,Anime,Retro,2D,Mystery,Multiple Endings,Puzzle,Adventure,Atmospheric,Story Rich,Drama,Visual Novel,Choices Matter,Dark,Supernatural,ActionAdventure,Old School",CRIMSON RANCH is a classic storydriven 2D RPG Maker horror game featuring multiples puzzles monster encounters and endings STORY A lone roamer decides to retrieve a satanic book for mysterious Mr Grey and face anthropomorphic demons in order to fulfill his childhood dream FEATURES 15 hour long 3 endings Challenging puzzles Nonlinear map exploration Emotional story with multiple character arcs Terrifying handdrawn cutscenes CONTROLS can be configured Arrows Move SPACE Z or ENTER Examine Advance text SHIFT Run F4 ALTENTER Fullscreen ESC X Menu CancelErase text
What The Dub,20210408,0.0,7.99,https://cdn.akamai.steamstatic.com/steam/apps/1495860/header.jpg?t=1649096893,0.0,205.0,30.0,"Singleplayer,Multiplayer,PvP,Online PvP,SharedSplit Screen PvP,SharedSplit Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together","Casual,Board Game,Trivia,Word Game,2D,3D,Cartoon,Cartoony,Cinematic,FMV,Colorful,Comedy,Funny,Parody,PvE,TeamBased,Local CoOp,Local Multiplayer,Multiplayer,Indie",What The Dub is a multiplayer party game where each player overdubs missing dialogue from hilariously awful Bmovies woefully outdated PSAs and bizarre industrial films with their own witty or just plain stupid dubs Players watch the dubs and vote on the best one The player with the highest score at the end of the game wins Its just that easy Over 400 sobadtheyregood clips to dub Play head to head with 1 to 6 players 6 players enter dubs and an additional 12 audience members can vote What the Dub comes loaded with a host of Streamerfriendly features Twitch chat voting allow your entire audience to get in on the fun Our moderation and content tools ensure your game remains trollfree Enter text using your phone tablet or computer You write the dub we do the talking Your dubs are played back via texttospeech Supports over 29 different languages NOTE Players are required to use web enabled devices such as smartphones tablets computers etc to input text into the game TTS Language Support is available in the following languages Arabic Bahasa Indonesia Dansk Deutsch German English Esp  ol Esp   Spanish Spain Esp  ol Estados Unidos Spanish US Filipino Fran  is French Italiano Italian Nederlands Norsk bokm A34l Norwegian Bokm A34l Polski Polish Portugu As Portuguese Ti   A ng Vi    t Vietnamese T Ark Ae Turkish         a  a  a   Russian        1 A34    34 Hindi     A3   A12  3 Bengali           3   A Gujarati              Tamil  A    A  12   A    Telugu  A12 A12 1 A14  12 1 A12  Kannada  A     12 A     3 A  14 A Malayalam          A    Mandarin Taiwan    as   A  z    a   s Mandarin Mainland      a        Cantonese    34       Japanese  E    Korean
Strazeal,20190826,0.0,1.99,https://cdn.akamai.steamstatic.com/steam/apps/1126970/header.jpg?t=1646351465,0.0,1.0,0.0,"Singleplayer,Multiplayer,PvP,Online PvP,SharedSplit Screen PvP,Coop,Online Coop,SharedSplit Screen Coop,SharedSplit Screen,Remote Play Together","Strategy,Indie",A digital strategy board game for 2 4 players with online play Capture your opponents bases while protecting all of your own using land water and special weapons Invite your friends and prepare your strategy to invade territories Watch from your towers or sail with your boats to cross the seas Find your way in the world of Strazeal Features Special weapons undergrounds traps towers chimneys and more Defence upgrades walls and floor upgrades Water transport boats and ships Multiplayer local and online Advanced AI Easy Medium and Hard Multiple maps with customization Graphic with game statistics This game has been developed as a solo project in 2017 2019 using my own network audio and graphics engines in C It is currently available in Beta Thank you for playing and have fun
Bitten Someone has to be a villain,20210603,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/1639530/header.jpg?t=1633004408,0.0,5.0,0.0,"Multiplayer,PvP,Online PvP,Coop,Online Coop,CrossPlatform Multiplayer,InApp Purchases","Party Game,Multiplayer,Social Deduction,Survival,Psychological,Online CoOp,TeamBased,3D,Strategy,TopDown,Casual,Character Customization,PvP,Zombies,Indie,Coop,Postapocalyptic,Point Click,Adventure,Colorful",Everyone wants to be a hero but someone has to be a villain BETRAY and KILL other players without being noticed EXPOSE traitors by voting against players you consider suspicious BECOME a zombie after death and get your revenge for betrayal by recruiting other zombies DEFEND Shelter while killing zombies to get WEAPONS and POWERUPs like scanners to silently check who is the traitor USE ingame VOICE or TEXT chat to communicate with players CUSTOMIZE your players look Add FRIENDS and work as a TEAM to win the game
Flora and Sauna,20220606,0.0,12.99,https://cdn.akamai.steamstatic.com/steam/apps/1995420/header.jpg?t=1655053891,0.0,0.0,0.0,Singleplayer,,Large Cast of Characters Flora and Sauna features more than 18 characters working at or attending the spa If you get to know them and help them out theyll surely return the favor in their own unique ways 10 Hours of Content 300 images to unlock Indepth story content and secrets to unlock Hint system to find all the different quests Huge Variety of Kinks This game features scenes with a variety of kinks including vore of all kinds paws hyper size difference shrinkingmicro inflation sweatmusk lactation watersports possessiontransformation tentacles and good ol fashioned fucking We know you may not be into every one of those so we always try to communicate clearly whats coming with options to skip or stop as you go
The Curse of Nordic Cove,20150423,0.0,0.99,,,,,,,From Indie Developer On The Level Game Studios We at On The Level Game Studios are honored and thankful to Valve and our friends for all of your efforts in getting our first game The Curse of Nordic Cove through the Greenlight process Originally released in a nonSteam version around April of 2013 Please note that our second game Boo Bunny Plague already received the Greenlight in mid2014 and has been on Steam We are currently hard at work on our third game STORY It all started in Nordic Cove a small hamlet in the fictional state we all know today as ANew York  Once called New Hamburgerstand in the early AD years it flourished with fur trades and Bacon Cheeseburgers It was also home to the gravesite of a crusty sorcerous evilnaughtyperson
Ambushed,20220205,0.0,1.49,https://cdn.akamai.steamstatic.com/steam/apps/1856080/header.jpg?t=1644106329,0.0,0.0,0.0,"Multiplayer,PvP,Online PvP","Action,Shooter,FPS,Wargame,3D,FirstPerson,Realistic,Stylized,War,Character Customization,Indie,Violent,Gore,PvE,PvP,Gun Customization,Singleplayer,Local Multiplayer,Multiplayer",Ambushed is a multiplayer first person shooter FPS game Play with your team Ambushed can play 1x1 2x2 3x3 and 4x4 Play together with your teammates Enjoy the victory Different GameModes Currently there are 3 game modes1vsAll Team Deathmatch and Flag Race New ones will be added Character Types Choose the character that suits you best You can be a frontline support or a sniper from behind There are currently 3 different character types available Assault Soldier Sniper and Support
QUBE Directors Cut,20140521,0.0,2.49,,,,,,,QUBE Directors Cut is the definitive version of the indie puzzler QUBE accompanied by a completely new story by awardwinning writer Rob Yescombe QUBE is a braintwisting firstperson puzzler Using special hightech gloves to manipulate cubes in the environment the player solves an array of conundrums from physicsbased challenges
Travis Strikes Again No More Heroes Complete Edition,20191017,0.0,39.99,https://cdn.akamai.steamstatic.com/steam/apps/961490/header.jpg?t=1646364090,0.0,298.0,51.0,"Singleplayer,Multiplayer,Coop,SharedSplit Screen Coop,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Violent,Hack and Slash,Comedy,Local CoOp,Coop,Anime,Great Soundtrack,Isometric",Travis is living the trailerpark dream in the rural South when Badman comes knocking to avenge his daughter Bad Girl It looks like Game Over for Travis when both of them are sucked into the legendary Death Drive Mk II games console This time the games are taking the fight to you The characters of the Death Drive Mk IIs diverse game library arent going to go down without a fight Slice your way through them with all the beam charging prowrestlingfinisher action you know and love A turned up to 11 Burn through your skill gauge and link special and regular attacks for some kickass combos Mixup your approach and own your playstyle Play as Travis Badman and A if youre a bad enough dude A maybe Shinobu and Bad Girl too Travis AStrikes Again  in this Complete Edition for Steam A Travis Strikes Again No More Heroes was originally released for the Nintendo Switch in January 2019 with two sets of postrelease content A1 Black Dandelion  and A2 Bubblegum Fatale  Travis Strikes Again No More Heroes Complete Edition for Steam A includes the base game in addition to these pieces of postrelease content KEY FEATURES Exhilarating Action Spanning Multiple Game Worlds The legendary games console the Death Drive Mk II has a diverse games library that you can play But each of those games has its own hero who might not be happy to see Travis and each gameAs world is drastically different from the others HackandSlash Coop Action Badman hates Travis for killing his daughter but through a twist of fate the two end up fighting together Have Travis and Badman team up for coop play Unleash their charge attacks simultaneously for a badass team attack Coop play requires two controllers Using a combination of keyboardmouse controller will not work PC Feature Support Slice your way through enemies at resolutions higher than 1080p and unlocked high framerates Includes all previously released content including 1 Black Dandelion Playable character Shinobu Jacobs 2 Shinobu exclusive skills 6 new Badman Adventure mode chapters Usable after clearing the main game 2 Bubblegum Fatale Playable character Bad Girl 2 Bad Girl exclusive skills New stage Killer Marathon 1 new Travis Adventure mode chapter SkillsCharacter usable after clearing Killer Marathon
Ossuary,20150527,0.0,9.99,https://cdn.akamai.steamstatic.com/steam/apps/363500/header.jpg?t=1641259385,0.0,33.0,26.0,"Singleplayer,Steam Achievements,Steam Trading Cards","Indie,Adventure,Puzzle,Demons,Satire,Horror,Pixel Graphics,Atmospheric,Dark,Conspiracy,Dark Humor,Conversation,Comedy",Ossuary is a darkly funny satire about a Discordian underworld where no one can improve themselves Navigate dialoguebased puzzles and use sins as inventory items to help those who have fallen to corrupt virtue Explore an intricate blackandwhite space with layered interconnected challenges Be unsettled by the cabbages disguised as people Kick around the spiders who have hatched from skulls Learn of the Curse of Grayface and the nature of disorder Can you escape the place of bones ANote MacOS support for this title will end beginning in 2022 For more information see our blog post and FAQ A
Zoo Empire,20150903,0.0,6.99,,,,,,,Its a zoo out there and youre in charge Go wild with your imagination running the most exotic fun and exciting zoo ever Tend to your animals health happiness and nutrition by hiring employees and adopt new animals as you unlock the numerous features hidden within the game Attend to visitors by providing facilities for them to eat drink and buy souvenirs from as they revel in your zoo Sporting flexible gameplay choose from either the sandbox mode where you establish the rules of the game or accept the challenge of graduating from rookie zookeeper to wildlife whiz in the challenging career mode Keep your animals employees and visitors happy keep the money rolling in and path by path animal by animal exhibit by exhibit build your very own Zoo Empire From All Corners of the World From Koalas to Komodo dragons choose from over 40 species and subspecies of animals including both rare and endangered species As you continually invest in new research new animals will be unlocked for you to include in your ultimate zoo Please your visitors and enhance your zoos appeal with over 200 buildings items and facilities to create your dream zoo all modeled in 3D Design Build amp
Borderless Gaming,20150723,0.0,3.99,https://cdn.akamai.steamstatic.com/steam/apps/388080/header.jpg?t=1522491614,0.0,2461.0,1.0,"Singleplayer,Steam Achievements,Steam Trading Cards,Steam Cloud","Utilities,Software,Indie,Anime",Borderless Gaming forces borderlessfullscreen mode in any game Stream at any resolution while still being able to easily alttab out as if you were in windowed mode No more risk of crashing in badly optimized games when you want to switch songs or check your email A lot of games run smoother when running in a window the need for VSync goes out the window its simple to use and you can click and forget No more apps with overly complex methods of adding games or useless features bloating up your system resources Its also open source so anyone can contribute to making it the best tool out there See the links in the side bar for the releasessource code When you buy Borderless Gaming youre choosing to support the development You can always get it free on Github if youre lacking coins Enjoy the Borderless Gaming today
Doge to the Moon,20210319,0.0,2.0,https://cdn.akamai.steamstatic.com/steam/apps/1565630/header.jpg?t=1616155659,0.0,4.0,0.0,Singleplayer,"Action,Runner,Casual,Arcade,2D,Adventure,Mars,Indie,Pixel Graphics,Space,Scifi,Physics,Old School,Memes,Singleplayer",About This Game Doge to the Moon is an endless runner based on the fascinating true story of the WSB and Dogecoin stock market drama Fly through space as Doge rocking out to a great soundtrack as he flies faster and faster all the while avoiding asteroidsspace cookies comets and other out of this world obstacles as you try to get Doge to the Moon and BEYOND MUCH WOW included Key Features A new endless adventure with Doge every time you start the game A Pixel Art Solar system to explore Leave Earth visit the moon Mars and Beyond Rock out to a great Synthwave8Bit soundtrack with songs by c152 Evan King and Jeremy Blake Experience MUCH WOW as you fly by amazing space based Pixel art assets that Include the ISS a Tesla with Starman and Space Xs Starship on its way to Mars
Ibatic,20220117,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/1751800/header.jpg?t=1642435390,0.0,0.0,0.0,"Singleplayer,Full controller support",,In Ibatic you can slide wall run wall jump and use your powers to create staffs that will allow you to jump great distances By mastering these abilities you will be able to go through the levels at full speed with a feeling of total control You will discover several mechanics in various levels ranging from doors bombs to tornadoes Are you ready to speedrun through the planet Ibatic
Ape Hit,20180831,0.0,0.99,https://cdn.akamai.steamstatic.com/steam/apps/925360/header.jpg?t=1572380419,0.0,5.0,0.0,Singleplayer,"Casual,Indie,Simulation,VR,VR Only",In Ape Hit players will step into virtual reality and take on the role of a newly hired Wrecking Ball Crane Operator Demolition hungry players will be able to smash their way around 5 virtual job sites with each map packed full of wacky powerups and destructible buildings Take care to avoid any buildings outside of the jobAs scope or your boss an angry ape will be furious Players will utilize 3 levers in an attempt to demolish multiple structures within each level As players earn cold hard cash for the company powerups will spawn including the highly coveted giant Megaball Once satisfied with the destruction players can end their shift and move forward to the next work site Should things go poorly on site there is always the PANIC button Ape Hit was developed using the Unreal Engine 4 and is built for the HTC Vive Oculus Rift and Windows Mixed Reality VR devices
Investigator,20160601,0.0,4.99,https://cdn.akamai.steamstatic.com/steam/apps/482300/header_alt_assets_0.jpg?t=1649555921,0.0,654.0,52.0,"Singleplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Adventure,Indie,Horror,Atmospheric,Simulation,Walking Simulator,Postapocalyptic,Singleplayer,FirstPerson,Comedy",Investigator is a firstperson exploration game with horror elements where the events take place in a world of extreme weather cataclysms The main character used to be a private investigator but now he is but a mere stranger forced to roam from house to house in search of food and an overnight stay Exploration game Immersive audio effects guarantee unforgettable game experience Various locations starting from mysterious villages to dark basements Intense atmosphere throughout the game The use of CryEngine makes the picture realistic and smooth Free Story DLC in the main menu
Sunshine Overcast,20211015,0.0,0.0,,,,,,,Sunshine amp
Fish Tycoon,20080512,0.0,9.99,https://cdn.akamai.steamstatic.com/steam/apps/16130/header.jpg?t=1447351298,0.0,58.0,0.0,Singleplayer,"Simulation,Casual,Management",Fish Tycoon is a virtual fish breeding game The object is to breed and cross breed fish until you find the 7 Magic Fish and solve the genetic puzzle You will have to buy supplies like meds eggs and special plants and then sell some of your fish in your virtual pet store If you have enough money you can buy new supplies and customize your virtual aquarium RealTime gameplay new surprises every time you turn the game on Over 400 different species of fish to discover Genetic Puzzle discover which breeding combinations will create the 7 Magic Fish Virtual Pet care for your fish breed them and make baby fish Simulation Game virtual fish in a persistent world Screensaver Mode breed and choose your own fish for your builtin screensaver Customizable Tanks place your ornaments where you like most
GraVity,20211007,0.0,0.99,,,,,,,Gra amp
Roads of Rome 3,20151019,0.0,3.99,https://cdn.akamai.steamstatic.com/steam/apps/411530/header.jpg?t=1537536578,0.0,27.0,0.0,Singleplayer,"Casual,Strategy,Adventure,Simulation,Time Management",The Roman Empire is flourishing everything seems to be quiet and peaceful Our wellknown characters Julia and Victorius are absolutely happy awaiting the birth of their first child and it looks like thereAs nothing threatening the glory of the Great Kingdom However one day a messenger arrives in Rome spreading the bad news about Barbarians that are destroying the Roman provinces No one but Victorius and his army can resist the enemy and protect Rome from the forthcoming disaster There is nothing else left for Victorius but to set off on a journey to fight the enemy Be brave and the good luck wont leave you clear up your way and build roads help the Romans get their prosperous and peaceful life back Restore broken roads and settlements save the Roman Empire from barbarian invasion 43 fascinating levels 4 game modes beautiful graphics and animations thrilling barbarian invasion resource managementstrategy gameplay JOIN US Follow us on Facebook Follow us on Twitter
Expeditions Conquistador,20130530,0.0,19.99,,,,,,,Conquer the New world In the 16th Century Spanish explorers and soldiers reached the shores of America The search for gold fame and adventure drove these travelers into a treacherous wilderness where they faced hunger disease and dangerous predators In their wake the Aztec Empires lay in ruins Rewrite the history of the Conquistadors Forge diplomatic alliances with the natives or crush the savages and bring civilization to the pagan tribes Create an expedition of individual characters Choose your followers wisely from over 30 characters but be careful they each have their own traits opinions and moral standards Hunt for unimaginable riches and fight intense battles in the unforgiving jungle In this turn based strategy RPG a cunning plan is as vital as thoughtful resource management Expeditions Conquistador offers a rich storyline separated into two campaigns challenging players throughout 25 hours of gameplay Strategy veterans as well as newbies will find their turnbased El Dorado Features Discover the New World Travel to legendary locations in America roam the jungle on the hunt for mystical temples as well as ancient ruins Create your own party of followers Choose from more than 30 characters train your recruits and lead them to battle Coach them as they will develop from untrained recruits to fierce battlefield veterans Four highly customisable difficulty levels will challenge pros and newbies alike But be warned The Iron Man mode is a real beast Choice amp
Skullborn Playtest,20211228,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/1843720/header.jpg?t=1640717611,0.0,0.0,0.0,,,
Frog Climbers,20161006,0.0,6.99,https://cdn.akamai.steamstatic.com/steam/apps/485120/header.jpg?t=1656582007,0.0,131.0,0.0,"Singleplayer,Multiplayer,PvP,SharedSplit Screen PvP,SharedSplit Screen,Full controller support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Indie,Local Multiplayer,Funny,Parkour,4 Player Local",ThereAs only room for one frog at the top Frog Climbers is a party game where you and friends play as rock climbing frogs wrestling up mountains using all of the tricks in the book to reach the top first Be a douchefrog Grab onto your opponent and use them as a ladderstep on your way to glory Everything is allowed in love and   uh   climbing Climb grips dangle from dangerous vines and throw yourself from spinning wheels in over 260 mountain combinations Play with up to three friends or alone Local support for 14 players Customize your climbing with 4 game modifiers that alters the rules of play Pick your favorite frog out of 5 available amphibians Alone No worries Compete with the world in daily speedruns But wait theres more Alone No worries Compete with the world in daily speedruns Each day there is a new mountain Your journey to the summit will be timed Beat your friends and enemies
Hot Milf 4,20220305,0.0,0.99,,,,,,,Hentai is not just 2D girls this is a whole art And in this art units understand The game Hot Milf 4 is a hentai puzzle in which you need to move the elements vertically or horizontally to get the finished image The game has hot levels as well as a gallery after completing a level you can review your victories here Hentai girls this is a whole era of art The game includes 10 different girls
Elems,20161111,0.0,0.99,https://cdn.akamai.steamstatic.com/steam/apps/528670/header.jpg?t=1478850998,0.0,11.0,18.0,"Singleplayer,Steam Achievements,Full controller support,Steam Trading Cards","Indie,Casual",Elems is an arcade logic game and its goal is to collect the Orb of Life Shards scattered across 32 levels in 4 zones Hellish Icy Stone and Water zone While playing Imp Guardian the main hero has to collect all Orb Shards on the level to proceed to the next one Features 4 zones 32 levels About thousand Orb of Life Shards to collect Gravity Teleports Energo Barriers Rockfalls Play and think
Gamefuel Driver Control,20151210,0.0,29.99,https://cdn.akamai.steamstatic.com/steam/apps/417540/header.jpg?t=1450113043,0.0,9.0,0.0,,Utilities,The problem You may have hardware or devices in your system that throw up red flags now and then because of compatibility problems or outdated functionality Games could work slower or even not at all The solution Gamefuel Driver Control will check your computer for potential driver problems give you a report on outdated or missing drivers it detects and let you quickly update them to the latest manufacturerrecommended versions
Cinders Of Hades,20210126,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/1496530/header.jpg?t=1614973349,0.0,1.0,6.0,"Singleplayer,Steam Achievements,Steam Leaderboards","Bullet Hell,Shoot Em Up,Casual,Shooter,Arcade,3D,FirstPerson,VR,Dragons,Relaxing,Action,Demons,Fantasy,Magic,Physics,Destruction,Singleplayer,Early Access",Cinders of Hades is a relaxing wave shooter arcadestyle game ItAs a Virtual Reality game that all ages will enjoy It has some classic arcade influences translated to VR that veteran arcade players will appreciate The nice thing about Cinders of Hades is that itAs easy to pick up and learn Its a great game for people who are new to VR You are the Wizard protecting the castle from a merciless waves of lava boulders bugs Dragons and other creatures intent on destroying your castle Once all the towers of the castle are destroyed its Game Over As an arcadestyle game playtime is about 5 minutes until your castle is obliterated and then you can play it again If you want to blow off some steam after a long day and enjoy some Arelaxing chaos  with cool physics Cinders of Hades is the game for you Because of the games physics no two games are identical and this unpredictability makes game play even more fun Holon Studios has been working on developing a series of VR and AR video games that can be enjoyed by all ages Cinders of Hades is our first launch and it will be available in January 2021
TRIZEAL Remix,20160707,0.0,11.99,https://cdn.akamai.steamstatic.com/steam/apps/465070/header.jpg?t=1657785033,0.0,22.0,14.0,"Singleplayer,Multiplayer,PvP,SharedSplit Screen PvP,Coop,SharedSplit Screen Coop,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together","Action,Shoot Em Up,Bullet Hell",Transform or die Triangle ServiceAs TRIZEAL Remix has classic shootAemup style with a refined depth just below the surface Transform your ship to switch between three distinct weapons a wide shot a narrow laser and guided missiles Upgrade your weapons enough and theyAll fire even when you have a different weapon selected Strategically switch your weapons to devastate the varied enemy waves that TRIZEAL Remix throws at you Shoot with intelligence Features Transform your ship to change weapons strategically Unlock a hidden ship with a very different play style Twoplayer local cooperative play Replay support Memorable soundtrack spanning multiple genres of music Includes Steam Achievements Leaderboards and Cloud saves
RePete,20160309,0.0,1.99,https://cdn.akamai.steamstatic.com/steam/apps/448010/header.jpg?t=1572360241,0.0,31.0,17.0,"Singleplayer,Steam Achievements,Full controller support,Steam Cloud","Indie,Casual,Platformer,PuzzlePlatformer",RePete is a pixel art puzzle platformer about time travel and selfcooperation You play as Pete a special guy that can loop back in time to help his past self solve problems collect gems and reach new heights RePete features four worlds each introducing new gameplay elements with over 60 challenging levels to test your ability to work with yourself
Twisted Sails,20180326,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/782630/header.jpg?t=1597786710,0.0,12.0,0.0,"Multiplayer,PvP,Online PvP","Free to Play,Action,Indie,Casual",Pick a team Pick a ship Compete against your friends on the high seas in Twisted Sails Developed by Heatwave Studios formerly 25PercentGames a student game development group based out of Arizona State University Twisted Sails is a labor of love in the name of game development education The game is a completely volunteer effort from an interdisciplinary team of students from across the academic and creative spectrum We hope you enjoy what we made Features 4v4 Deathmatch 4 Unique ship types Chat support Online multiplayer Custom game options And more
Below Sunshade,20191119,0.0,5.99,,,,,,,In Below Sunshade you find yourself shipwrecked and stranded on an uncharted island Your only companion A spoilt Elvish noblewoman who is far from used to such deprivations Yet the two of you are not alone on the island There are others who wait to be discovered
Goddess Of War Essa,20220406,0.0,3.99,https://cdn.akamai.steamstatic.com/steam/apps/1941850/header.jpg?t=1650413831,0.0,1.0,0.0,Singleplayer,"Casual,Adventure,Shooter,TopDown Shooter,Bullet Hell,Flight,2D,Cartoon,Cartoony,Indie,Space,Female Protagonist,Singleplayer",Game Introduction Goddess Of War Essa is a vertical scrolling flying shooter The player controls the protagonist fighter to fight the enemy in the air Game Control Players can control the game through keyboard keyboard mouse or gamepad Game Features Players can get diamonds by destroying enemy planes and diamonds can be used to upgrade the protagonists fighter planes in the supply station The types of upgrades include the number of bullets the power of bullets lasers shields largearea attack weapons and more Players can activate up to 4 hover cannons each of which can be equipped with different shells After defeating a certain enemy you will get the Hover Cannons shells After shooting down key enemy planes escort fighter planes will be dropped which can increase firepower when equipped Players can gain experience when they hit enemy planes After the experience is full the main guns and secondary guns of the fighter planes will be upgraded After reaching the maximum level the protagonist will enter a state of blood
Pocket Plants,20201207,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/1467740/header.jpg?t=1607379420,0.0,15.0,0.0,Singleplayer,"Casual,Exploration,Stylized,Cute,Relaxing,Nature,Singleplayer,Free to Play,Simulation,Indie,3D,Immersive Sim,Colorful",Use your mouse to traverse relaxing otherworldly environments and gather different plants to plant throughout the world to restore the area by collecting planting and watering Mushroom boy is on a mission and he wont stop until all the fog is cleared from the area by using plants in the area In a minigame take care of plants collected in different levels within the greenhouse area Project created by students Support aspiring young individuals that want to join the industry by giving the game a like and a download
Doler,20200117,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/1212930/header.jpg?t=1639494421,0.0,5.0,6.0,"Singleplayer,Steam Achievements,Partial Controller Support","Action,Indie,Adventure,Horror,Cute,Asynchronous Multiplayer",Doler is a game about being a mouse in a giant spooky maze filled with treasure and scary spiders where you search for a big stash of food Features 1 hour playtime randomly generated maze that resets everyday asynchronous onlines gameplay 7 different items to find multiple enemies and hazards 4 different areas in the maze The maze in Doler resets everyday and is the same for all players You can leave small poops with different smells read messages to communicate with other players like Not this way This way Food ahead Danger ahead Thing ahead Leaving a poop message will deplete your fullness which will make you faster You can replenish your fullness by eating small scraps lying around such as seeds and berries You can also find useful items in the maze such as a lantern a toothpick a Qtip You will keep these items after the maze resets Each time you reach the end goal you will gain a point gather more points to get a higher global rank Sokpop makes a new game every two weeks Subscribe for 3 per month at
Manipulator IThe Hand Behind,20210424,0.0,9.99,https://cdn.akamai.steamstatic.com/steam/apps/1580990/header.jpg?t=1619347403,0.0,0.0,0.0,Singleplayer,,The planet Kaylard lacked energy In Xingyuan 528 the first star collection team was sent to various planets in space to collect star sources but the collection team disappeared three years later and could no longer be contacted It was not until 538 that the second collection team was finally dispatched The second collection team was attacked by UFOs in space This time the captain Vilian was hit in the brain by an object when the spacecraft was attacked After waking up I forgot my previous memories I only remembered my name as Vilian and a pair of eyes and a looming nameHain often appeared in my mind You will play as the protagonist Vilian enter the main control room of the spaceship after the spaceship is attacked and control the spaceship for a forced landing Players will use the VR device to find clues in each room in the game to unlock the passwords of each room Players will play the game through decryption step by step to the main control room of the spacecraft
White Lavender,20220620,0.0,4.99,,,,,,,White Lavender is a challenging adventure game with RPGelements Become a bug fight other critters collect powerful items such as pencils and teaspoons meet cool characters and up your fashion game on a journey to brew a special tea Combat  1 A In your journeys youll come across a variety of weapons to use ranging from close combat weapons such as branches pencils and needles to ranged ones as slingshots bows and wands Apart from this there are spells to find amp
Poly Puzzle Cats,20211117,0.0,1.99,https://cdn.akamai.steamstatic.com/steam/apps/1808480/header.jpg?t=1647678794,0.0,3.0,100.0,"Singleplayer,Steam Achievements,Steam Cloud","Casual,Puzzle,2D,Cute,Singleplayer,Indie,Experimental,Family Friendly,Replay Value,Abstract,Stylized,Short,Atmospheric,Difficult,Retro,Old School,Side Scroller,FastPaced,Classic,Relaxing",Poly Puzzle CatsA cute relaxing puzzle game The players goal puzzle pieces together to get a beautiful picture In Poly Puzzle Cats 50 levels Polygonal art Achievements Relax music
